item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
13,0,1,tunda,fruit,0.287647692307692,22,difficult,1,0,0
7,0,1,baba,father,0.157121212121212,59,easy,2,0,0
6,0,1,roho,soul,0.199686567164179,44,easy,3,0,0
16,0,1,tumaini,hope,0.302354545454546,53,difficult,4,0,0
2,0,1,ufu,death,0.170078787878788,75,easy,5,0,0
10,0,1,wimbo,song,0.307741538461538,13,difficult,6,0,0
9,0,1,duka,shop,0.294655384615385,24,difficult,7,0,0
3,0,1,dhoruba,storm,0.216794029850746,63,easy,8,0,0
1,0,1,kiti,chair,0.222518181818182,68,easy,9,0,0
12,0,1,chanjo,scissors,0.351680597014926,26,difficult,10,0,0
3,1,1,dhoruba,storm,0.216794029850746,63,easy,11,0,0
6,1,1,roho,soul,0.199686567164179,44,easy,12,0,0
10,1,1,wimbo,song,0.307741538461538,13,difficult,13,0,0
1,1,1,kiti,chair,0.222518181818182,68,easy,14,0,0
2,1,1,ufu,death,0.170078787878788,75,easy,15,0,0
16,1,1,tumaini,hope,0.302354545454546,53,difficult,16,0,0
9,1,1,duka,shop,0.294655384615385,24,difficult,17,0,0
12,1,1,chanjo,scissors,0.351680597014926,26,difficult,18,0,0
13,1,1,tunda,fruit,0.287647692307692,22,difficult,19,0,0
7,1,1,baba,father,0.157121212121212,59,easy,20,0,0
13,2,1,tunda,fruit,0.287647692307692,22,difficult,21,0,0
2,2,1,ufu,death,0.170078787878788,75,easy,22,0,0
9,2,1,duka,shop,0.294655384615385,24,difficult,23,0,0
1,2,1,kiti,chair,0.222518181818182,68,easy,24,0,0
12,2,1,chanjo,scissors,0.351680597014926,26,difficult,25,0,0
7,2,1,baba,father,0.157121212121212,59,easy,26,0,0
16,2,1,tumaini,hope,0.302354545454546,53,difficult,27,0,0
3,2,1,dhoruba,storm,0.216794029850746,63,easy,28,0,0
6,2,1,roho,soul,0.199686567164179,44,easy,29,0,0
