item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
14,0,1,fasihi,book,0.386646268656716,12,difficult,1,0,1
16,0,1,sauti,voice,0.3337796875,14,difficult,2,0,1
3,0,1,bibi,grandmother,0.175557575757576,34,easy,3,0,1
11,0,1,kanisa,church,0.399588059701493,51,difficult,4,0,1
6,0,1,ufu,death,0.170078787878788,75,easy,5,0,1
1,0,1,maji,ice,0.223059090909091,72,easy,6,0,1
9,0,1,chama,society,0.315827272727273,50,difficult,7,0,1
12,0,1,kitanda,bed,0.368722388059701,69,difficult,8,0,1
7,0,1,pombe,beer,0.178725757575757,2,easy,9,0,1
8,0,1,siri,secret,0.191309230769231,49,easy,10,0,1
6,1,1,ufu,death,0.170078787878788,75,easy,11,0,1
7,1,1,pombe,beer,0.178725757575757,2,easy,12,0,1
9,1,1,chama,society,0.315827272727273,50,difficult,13,0,1
11,1,1,kanisa,church,0.399588059701493,51,difficult,14,0,1
14,1,1,fasihi,book,0.386646268656716,12,difficult,15,0,1
8,1,1,siri,secret,0.191309230769231,49,easy,16,0,1
16,1,1,sauti,voice,0.3337796875,14,difficult,17,0,1
1,1,1,maji,ice,0.223059090909091,72,easy,18,0,1
3,1,1,bibi,grandmother,0.175557575757576,34,easy,19,0,1
12,1,1,kitanda,bed,0.368722388059701,69,difficult,20,0,1
12,2,1,kitanda,bed,0.368722388059701,69,difficult,21,0,1
9,2,1,chama,society,0.315827272727273,50,difficult,22,0,1
14,2,1,fasihi,book,0.386646268656716,12,difficult,23,0,1
3,2,1,bibi,grandmother,0.175557575757576,34,easy,24,0,1
8,2,1,siri,secret,0.191309230769231,49,easy,25,0,1
16,2,1,sauti,voice,0.3337796875,14,difficult,26,0,1
11,2,1,kanisa,church,0.399588059701493,51,difficult,27,0,1
1,2,1,maji,ice,0.223059090909091,72,easy,28,0,1
6,2,1,ufu,death,0.170078787878788,75,easy,29,0,1
7,2,1,pombe,beer,0.178725757575757,2,easy,30,0,1
16,3,1,sauti,voice,0.3337796875,14,difficult,31,0,1
3,3,1,bibi,grandmother,0.175557575757576,34,easy,32,0,1
1,3,1,maji,ice,0.223059090909091,72,easy,33,0,1
12,3,1,kitanda,bed,0.368722388059701,69,difficult,34,0,1
8,3,1,siri,secret,0.191309230769231,49,easy,35,0,1
11,3,1,kanisa,church,0.399588059701493,51,difficult,36,0,1
6,3,1,ufu,death,0.170078787878788,75,easy,37,0,1
9,3,1,chama,society,0.315827272727273,50,difficult,38,0,1
14,3,1,fasihi,book,0.386646268656716,12,difficult,39,0,1
7,3,1,pombe,beer,0.178725757575757,2,easy,40,0,1
6,4,1,ufu,death,0.170078787878788,75,easy,41,0,1
16,4,1,sauti,voice,0.3337796875,14,difficult,42,0,1
11,4,1,kanisa,church,0.399588059701493,51,difficult,43,0,1
8,4,1,siri,secret,0.191309230769231,49,easy,44,0,1
7,4,1,pombe,beer,0.178725757575757,2,easy,45,0,1
12,4,1,kitanda,bed,0.368722388059701,69,difficult,46,0,1
9,4,1,chama,society,0.315827272727273,50,difficult,47,0,1
14,4,1,fasihi,book,0.386646268656716,12,difficult,48,0,1
3,4,1,bibi,grandmother,0.175557575757576,34,easy,49,0,1
1,4,1,maji,ice,0.223059090909091,72,easy,50,0,1
8,5,1,siri,secret,0.191309230769231,49,easy,51,0,1
11,5,1,kanisa,church,0.399588059701493,51,difficult,52,0,1
12,5,1,kitanda,bed,0.368722388059701,69,difficult,53,0,1
16,5,1,sauti,voice,0.3337796875,14,difficult,54,0,1
14,5,1,fasihi,book,0.386646268656716,12,difficult,55,0,1
6,5,1,ufu,death,0.170078787878788,75,easy,56,0,1
9,5,1,chama,society,0.315827272727273,50,difficult,57,0,1
3,5,1,bibi,grandmother,0.175557575757576,34,easy,58,0,1
7,5,1,pombe,beer,0.178725757575757,2,easy,59,0,1
1,5,1,maji,ice,0.223059090909091,72,easy,60,1,1
19,0,2,kiti,chair,0.222518181818182,68,easy,61,0,0
26,0,2,samaki,fish,0.294386567164179,3,difficult,62,0,0
21,0,2,anga,sky,0.222377272727273,27,easy,63,0,0
28,0,2,kichwa,head,0.3271421875,46,difficult,64,0,0
24,0,2,lugha,language,0.211571212121212,25,easy,65,0,0
32,0,2,askari,police,0.347927272727273,9,difficult,66,0,0
30,0,2,kijana,boy,0.353060606060606,64,difficult,67,0,0
23,0,2,lango,door,0.219891044776119,45,easy,68,0,0
18,0,2,jicho,eye,0.210024615384615,7,easy,69,0,0
31,0,2,duara,wheel,0.287497014925373,19,difficult,70,0,0
31,1,2,duara,wheel,0.287497014925373,19,difficult,71,0,0
21,1,2,anga,sky,0.222377272727273,27,easy,72,0,0
32,1,2,askari,police,0.347927272727273,9,difficult,73,0,0
23,1,2,lango,door,0.219891044776119,45,easy,74,0,0
28,1,2,kichwa,head,0.3271421875,46,difficult,75,0,0
18,1,2,jicho,eye,0.210024615384615,7,easy,76,0,0
26,1,2,samaki,fish,0.294386567164179,3,difficult,77,0,0
24,1,2,lugha,language,0.211571212121212,25,easy,78,0,0
30,1,2,kijana,boy,0.353060606060606,64,difficult,79,0,0
19,1,2,kiti,chair,0.222518181818182,68,easy,80,0,0
26,2,2,samaki,fish,0.294386567164179,3,difficult,81,0,0
19,2,2,kiti,chair,0.222518181818182,68,easy,82,0,0
24,2,2,lugha,language,0.211571212121212,25,easy,83,0,0
21,2,2,anga,sky,0.222377272727273,27,easy,84,0,0
30,2,2,kijana,boy,0.353060606060606,64,difficult,85,0,0
23,2,2,lango,door,0.219891044776119,45,easy,86,0,0
31,2,2,duara,wheel,0.287497014925373,19,difficult,87,0,0
28,2,2,kichwa,head,0.3271421875,46,difficult,88,0,0
18,2,2,jicho,eye,0.210024615384615,7,easy,89,0,0
32,2,2,askari,police,0.347927272727273,9,difficult,90,0,0
24,3,2,lugha,language,0.211571212121212,25,easy,91,0,0
21,3,2,anga,sky,0.222377272727273,27,easy,92,0,0
30,3,2,kijana,boy,0.353060606060606,64,difficult,93,0,0
28,3,2,kichwa,head,0.3271421875,46,difficult,94,0,0
19,3,2,kiti,chair,0.222518181818182,68,easy,95,0,0
31,3,2,duara,wheel,0.287497014925373,19,difficult,96,0,0
23,3,2,lango,door,0.219891044776119,45,easy,97,0,0
32,3,2,askari,police,0.347927272727273,9,difficult,98,0,0
