item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
8,0,1,bustani,garden,0.207198461538461,48,easy,1,0,0
9,0,1,kichwa,head,0.3271421875,46,difficult,2,0,0
3,0,1,limau,lemon,0.158680303030303,61,easy,3,0,0
10,0,1,kijana,boy,0.353060606060606,64,difficult,4,0,0
7,0,1,bibi,grandmother,0.175557575757576,34,easy,5,0,0
13,0,1,tunda,fruit,0.287647692307692,22,difficult,6,0,0
1,0,1,kiti,chair,0.222518181818182,68,easy,7,0,0
12,0,1,barua,letter,0.319181818181818,31,difficult,8,0,0
15,0,1,samaki,fish,0.294386567164179,3,difficult,9,0,0
2,0,1,siri,secret,0.191309230769231,49,easy,10,0,0
9,1,1,kichwa,head,0.3271421875,46,difficult,11,0,0
12,1,1,barua,letter,0.319181818181818,31,difficult,12,0,0
3,1,1,limau,lemon,0.158680303030303,61,easy,13,0,0
8,1,1,bustani,garden,0.207198461538461,48,easy,14,0,0
10,1,1,kijana,boy,0.353060606060606,64,difficult,15,0,0
2,1,1,siri,secret,0.191309230769231,49,easy,16,0,0
1,1,1,kiti,chair,0.222518181818182,68,easy,17,0,0
15,1,1,samaki,fish,0.294386567164179,3,difficult,18,0,0
7,1,1,bibi,grandmother,0.175557575757576,34,easy,19,0,0
13,1,1,tunda,fruit,0.287647692307692,22,difficult,20,0,0
2,2,1,siri,secret,0.191309230769231,49,easy,21,0,0
10,2,1,kijana,boy,0.353060606060606,64,difficult,22,0,0
13,2,1,tunda,fruit,0.287647692307692,22,difficult,23,0,0
7,2,1,bibi,grandmother,0.175557575757576,34,easy,24,0,0
9,2,1,kichwa,head,0.3271421875,46,difficult,25,0,0
8,2,1,bustani,garden,0.207198461538461,48,easy,26,0,0
12,2,1,barua,letter,0.319181818181818,31,difficult,27,0,0
3,2,1,limau,lemon,0.158680303030303,61,easy,28,0,0
1,2,1,kiti,chair,0.222518181818182,68,easy,29,0,0
15,2,1,samaki,fish,0.294386567164179,3,difficult,30,0,0
12,3,1,barua,letter,0.319181818181818,31,difficult,31,0,0
15,3,1,samaki,fish,0.294386567164179,3,difficult,32,0,0
2,3,1,siri,secret,0.191309230769231,49,easy,33,0,0
10,3,1,kijana,boy,0.353060606060606,64,difficult,34,0,0
9,3,1,kichwa,head,0.3271421875,46,difficult,35,0,0
7,3,1,bibi,grandmother,0.175557575757576,34,easy,36,0,0
13,3,1,tunda,fruit,0.287647692307692,22,difficult,37,0,0
1,3,1,kiti,chair,0.222518181818182,68,easy,38,0,0
8,3,1,bustani,garden,0.207198461538461,48,easy,39,0,0
3,3,1,limau,lemon,0.158680303030303,61,easy,40,0,0
3,4,1,limau,lemon,0.158680303030303,61,easy,41,0,0
2,4,1,siri,secret,0.191309230769231,49,easy,42,0,0
9,4,1,kichwa,head,0.3271421875,46,difficult,43,0,0
8,4,1,bustani,garden,0.207198461538461,48,easy,44,0,0
13,4,1,tunda,fruit,0.287647692307692,22,difficult,45,0,0
15,4,1,samaki,fish,0.294386567164179,3,difficult,46,0,0
1,4,1,kiti,chair,0.222518181818182,68,easy,47,0,0
12,4,1,barua,letter,0.319181818181818,31,difficult,48,0,0
10,4,1,kijana,boy,0.353060606060606,64,difficult,49,0,0
7,4,1,bibi,grandmother,0.175557575757576,34,easy,50,0,0
12,5,1,barua,letter,0.319181818181818,31,difficult,51,0,0
13,5,1,tunda,fruit,0.287647692307692,22,difficult,52,0,0
9,5,1,kichwa,head,0.3271421875,46,difficult,53,0,0
10,5,1,kijana,boy,0.353060606060606,64,difficult,54,0,0
1,5,1,kiti,chair,0.222518181818182,68,easy,55,0,0
7,5,1,bibi,grandmother,0.175557575757576,34,easy,56,0,0
2,5,1,siri,secret,0.191309230769231,49,easy,57,0,0
8,5,1,bustani,garden,0.207198461538461,48,easy,58,0,0
15,5,1,samaki,fish,0.294386567164179,3,difficult,59,0,0
3,5,1,limau,lemon,0.158680303030303,61,easy,60,1,0
29,0,2,duara,wheel,0.287497014925373,19,difficult,61,0,1
25,0,2,chunga,pot,0.369626865671642,36,difficult,62,0,1
32,0,2,kitanda,bed,0.368722388059701,69,difficult,63,0,1
18,0,2,baba,father,0.157121212121212,59,easy,64,0,1
17,0,2,anga,sky,0.222377272727273,27,easy,65,0,1
21,0,2,basi,bus,0.209593846153846,57,easy,66,0,1
30,0,2,karamu,party,0.344718181818182,32,difficult,67,0,1
23,0,2,lugha,language,0.211571212121212,25,easy,68,0,1
19,0,2,saduku,box,0.212204615384615,73,easy,69,0,1
28,0,2,wimbo,song,0.307741538461538,13,difficult,70,0,1
19,1,2,saduku,box,0.212204615384615,73,easy,71,0,1
32,1,2,kitanda,bed,0.368722388059701,69,difficult,72,0,1
30,1,2,karamu,party,0.344718181818182,32,difficult,73,0,1
23,1,2,lugha,language,0.211571212121212,25,easy,74,0,1
25,1,2,chunga,pot,0.369626865671642,36,difficult,75,0,1
28,1,2,wimbo,song,0.307741538461538,13,difficult,76,0,1
21,1,2,basi,bus,0.209593846153846,57,easy,77,0,1
18,1,2,baba,father,0.157121212121212,59,easy,78,0,1
17,1,2,anga,sky,0.222377272727273,27,easy,79,0,1
29,1,2,duara,wheel,0.287497014925373,19,difficult,80,0,1
29,2,2,duara,wheel,0.287497014925373,19,difficult,81,0,1
21,2,2,basi,bus,0.209593846153846,57,easy,82,0,1
28,2,2,wimbo,song,0.307741538461538,13,difficult,83,0,1
32,2,2,kitanda,bed,0.368722388059701,69,difficult,84,0,1
19,2,2,saduku,box,0.212204615384615,73,easy,85,0,1
25,2,2,chunga,pot,0.369626865671642,36,difficult,86,0,1
18,2,2,baba,father,0.157121212121212,59,easy,87,0,1
17,2,2,anga,sky,0.222377272727273,27,easy,88,0,1
23,2,2,lugha,language,0.211571212121212,25,easy,89,0,1
30,2,2,karamu,party,0.344718181818182,32,difficult,90,0,1
18,3,2,baba,father,0.157121212121212,59,easy,91,0,1
23,3,2,lugha,language,0.211571212121212,25,easy,92,0,1
17,3,2,anga,sky,0.222377272727273,27,easy,93,0,1
21,3,2,basi,bus,0.209593846153846,57,easy,94,0,1
28,3,2,wimbo,song,0.307741538461538,13,difficult,95,0,1
29,3,2,duara,wheel,0.287497014925373,19,difficult,96,0,1
30,3,2,karamu,party,0.344718181818182,32,difficult,97,0,1
32,3,2,kitanda,bed,0.368722388059701,69,difficult,98,0,1
25,3,2,chunga,pot,0.369626865671642,36,difficult,99,0,1
