item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
3,0,1,roho,soul,0.199686567164179,44,easy,1,0,0
4,0,1,baskeli,bike,0.214457575757576,20,easy,2,0,0
13,0,1,tumaini,hope,0.302354545454546,53,difficult,3,0,0
16,0,1,tabibu,doctor,0.275992424242424,35,difficult,4,0,0
2,0,1,siri,secret,0.191309230769231,49,easy,5,0,0
8,0,1,adhama,honor,0.225168181818182,33,easy,6,0,0
7,0,1,baba,father,0.157121212121212,59,easy,7,0,0
11,0,1,afisi,office,0.34374,5,difficult,8,0,0
10,0,1,maslahi,interest,0.305624242424242,56,difficult,9,0,0
14,0,1,kitanda,bed,0.368722388059701,69,difficult,10,0,0
3,1,1,roho,soul,0.199686567164179,44,easy,11,0,0
14,1,1,kitanda,bed,0.368722388059701,69,difficult,12,0,0
13,1,1,tumaini,hope,0.302354545454546,53,difficult,13,0,0
7,1,1,baba,father,0.157121212121212,59,easy,14,0,0
8,1,1,adhama,honor,0.225168181818182,33,easy,15,0,0
16,1,1,tabibu,doctor,0.275992424242424,35,difficult,16,0,0
2,1,1,siri,secret,0.191309230769231,49,easy,17,0,0
11,1,1,afisi,office,0.34374,5,difficult,18,0,0
4,1,1,baskeli,bike,0.214457575757576,20,easy,19,0,0
10,1,1,maslahi,interest,0.305624242424242,56,difficult,20,0,0
14,2,1,kitanda,bed,0.368722388059701,69,difficult,21,0,0
8,2,1,adhama,honor,0.225168181818182,33,easy,22,0,0
3,2,1,roho,soul,0.199686567164179,44,easy,23,0,0
11,2,1,afisi,office,0.34374,5,difficult,24,0,0
16,2,1,tabibu,doctor,0.275992424242424,35,difficult,25,0,0
10,2,1,maslahi,interest,0.305624242424242,56,difficult,26,0,0
2,2,1,siri,secret,0.191309230769231,49,easy,27,0,0
7,2,1,baba,father,0.157121212121212,59,easy,28,0,0
4,2,1,baskeli,bike,0.214457575757576,20,easy,29,0,0
13,2,1,tumaini,hope,0.302354545454546,53,difficult,30,0,0
13,3,1,tumaini,hope,0.302354545454546,53,difficult,31,0,0
16,3,1,tabibu,doctor,0.275992424242424,35,difficult,32,0,0
8,3,1,adhama,honor,0.225168181818182,33,easy,33,0,0
14,3,1,kitanda,bed,0.368722388059701,69,difficult,34,0,0
4,3,1,baskeli,bike,0.214457575757576,20,easy,35,0,0
11,3,1,afisi,office,0.34374,5,difficult,36,0,0
2,3,1,siri,secret,0.191309230769231,49,easy,37,0,0
10,3,1,maslahi,interest,0.305624242424242,56,difficult,38,0,0
7,3,1,baba,father,0.157121212121212,59,easy,39,0,0
3,3,1,roho,soul,0.199686567164179,44,easy,40,0,0
4,4,1,baskeli,bike,0.214457575757576,20,easy,41,0,0
8,4,1,adhama,honor,0.225168181818182,33,easy,42,0,0
13,4,1,tumaini,hope,0.302354545454546,53,difficult,43,0,0
10,4,1,maslahi,interest,0.305624242424242,56,difficult,44,0,0
3,4,1,roho,soul,0.199686567164179,44,easy,45,0,0
11,4,1,afisi,office,0.34374,5,difficult,46,0,0
14,4,1,kitanda,bed,0.368722388059701,69,difficult,47,0,0
7,4,1,baba,father,0.157121212121212,59,easy,48,0,0
16,4,1,tabibu,doctor,0.275992424242424,35,difficult,49,0,0
2,4,1,siri,secret,0.191309230769231,49,easy,50,0,0
14,5,1,kitanda,bed,0.368722388059701,69,difficult,51,0,0
16,5,1,tabibu,doctor,0.275992424242424,35,difficult,52,0,0
13,5,1,tumaini,hope,0.302354545454546,53,difficult,53,0,0
11,5,1,afisi,office,0.34374,5,difficult,54,0,0
7,5,1,baba,father,0.157121212121212,59,easy,55,0,0
3,5,1,roho,soul,0.199686567164179,44,easy,56,0,0
4,5,1,baskeli,bike,0.214457575757576,20,easy,57,0,0
2,5,1,siri,secret,0.191309230769231,49,easy,58,0,0
8,5,1,adhama,honor,0.225168181818182,33,easy,59,0,0
10,5,1,maslahi,interest,0.305624242424242,56,difficult,60,1,0
24,0,2,pombe,beer,0.178725757575757,2,easy,61,0,1
19,0,2,maji,ice,0.223059090909091,72,easy,62,0,1
25,0,2,wimbo,song,0.307741538461538,13,difficult,63,0,1
26,0,2,chanjo,scissors,0.351680597014926,26,difficult,64,0,1
22,0,2,lango,door,0.219891044776119,45,easy,65,0,1
30,0,2,kijana,boy,0.353060606060606,64,difficult,66,0,1
29,0,2,kanisa,church,0.399588059701493,51,difficult,67,0,1
32,0,2,fasihi,book,0.386646268656716,12,difficult,68,0,1
20,0,2,bustani,garden,0.207198461538461,48,easy,69,0,1
18,0,2,ufu,death,0.170078787878788,75,easy,70,0,1
26,1,2,chanjo,scissors,0.351680597014926,26,difficult,71,0,1
18,1,2,ufu,death,0.170078787878788,75,easy,72,0,1
20,1,2,bustani,garden,0.207198461538461,48,easy,73,0,1
32,1,2,fasihi,book,0.386646268656716,12,difficult,74,0,1
22,1,2,lango,door,0.219891044776119,45,easy,75,0,1
25,1,2,wimbo,song,0.307741538461538,13,difficult,76,0,1
30,1,2,kijana,boy,0.353060606060606,64,difficult,77,0,1
24,1,2,pombe,beer,0.178725757575757,2,easy,78,0,1
29,1,2,kanisa,church,0.399588059701493,51,difficult,79,0,1
19,1,2,maji,ice,0.223059090909091,72,easy,80,0,1
19,2,2,maji,ice,0.223059090909091,72,easy,81,0,1
30,2,2,kijana,boy,0.353060606060606,64,difficult,82,0,1
22,2,2,lango,door,0.219891044776119,45,easy,83,0,1
24,2,2,pombe,beer,0.178725757575757,2,easy,84,0,1
32,2,2,fasihi,book,0.386646268656716,12,difficult,85,0,1
25,2,2,wimbo,song,0.307741538461538,13,difficult,86,0,1
18,2,2,ufu,death,0.170078787878788,75,easy,87,0,1
29,2,2,kanisa,church,0.399588059701493,51,difficult,88,0,1
26,2,2,chanjo,scissors,0.351680597014926,26,difficult,89,0,1
20,2,2,bustani,garden,0.207198461538461,48,easy,90,0,1
29,3,2,kanisa,church,0.399588059701493,51,difficult,91,0,1
20,3,2,bustani,garden,0.207198461538461,48,easy,92,0,1
25,3,2,wimbo,song,0.307741538461538,13,difficult,93,0,1
18,3,2,ufu,death,0.170078787878788,75,easy,94,0,1
30,3,2,kijana,boy,0.353060606060606,64,difficult,95,0,1
32,3,2,fasihi,book,0.386646268656716,12,difficult,96,0,1
24,3,2,pombe,beer,0.178725757575757,2,easy,97,0,1
22,3,2,lango,door,0.219891044776119,45,easy,98,0,1
19,3,2,maji,ice,0.223059090909091,72,easy,99,0,1
26,3,2,chanjo,scissors,0.351680597014926,26,difficult,100,0,1
26,4,2,chanjo,scissors,0.351680597014926,26,difficult,101,0,1
19,4,2,maji,ice,0.223059090909091,72,easy,102,0,1
32,4,2,fasihi,book,0.386646268656716,12,difficult,103,0,1
24,4,2,pombe,beer,0.178725757575757,2,easy,104,0,1
22,4,2,lango,door,0.219891044776119,45,easy,105,0,1
20,4,2,bustani,garden,0.207198461538461,48,easy,106,0,1
18,4,2,ufu,death,0.170078787878788,75,easy,107,0,1
29,4,2,kanisa,church,0.399588059701493,51,difficult,108,0,1
25,4,2,wimbo,song,0.307741538461538,13,difficult,109,0,1
30,4,2,kijana,boy,0.353060606060606,64,difficult,110,0,1
30,5,2,kijana,boy,0.353060606060606,64,difficult,111,0,1
20,5,2,bustani,garden,0.207198461538461,48,easy,112,0,1
24,5,2,pombe,beer,0.178725757575757,2,easy,113,0,1
26,5,2,chanjo,scissors,0.351680597014926,26,difficult,114,0,1
22,5,2,lango,door,0.219891044776119,45,easy,115,0,1
19,5,2,maji,ice,0.223059090909091,72,easy,116,0,1
32,5,2,fasihi,book,0.386646268656716,12,difficult,117,0,1
18,5,2,ufu,death,0.170078787878788,75,easy,118,0,1
29,5,2,kanisa,church,0.399588059701493,51,difficult,119,0,1
25,5,2,wimbo,song,0.307741538461538,13,difficult,120,0,1
