item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
6,0,1,skati,skirt,0.167559090909091,37,easy,1,0,0
8,0,1,pombe,beer,0.178725757575757,2,easy,2,0,0
2,0,1,kiti,chair,0.222518181818182,68,easy,3,0,0
4,0,1,lango,door,0.219891044776119,45,easy,4,0,0
16,0,1,kitanda,bed,0.368722388059701,69,difficult,5,0,0
14,0,1,duara,wheel,0.287497014925373,19,difficult,6,0,0
3,0,1,bustani,garden,0.207198461538461,48,easy,7,0,0
11,0,1,tumaini,hope,0.302354545454546,53,difficult,8,0,0
12,0,1,karamu,party,0.344718181818182,32,difficult,9,0,0
9,0,1,duka,shop,0.294655384615385,24,difficult,10,0,0
8,1,1,pombe,beer,0.178725757575757,2,easy,11,0,0
16,1,1,kitanda,bed,0.368722388059701,69,difficult,12,0,0
3,1,1,bustani,garden,0.207198461538461,48,easy,13,0,0
11,1,1,tumaini,hope,0.302354545454546,53,difficult,14,0,0
2,1,1,kiti,chair,0.222518181818182,68,easy,15,0,0
12,1,1,karamu,party,0.344718181818182,32,difficult,16,0,0
9,1,1,duka,shop,0.294655384615385,24,difficult,17,0,0
14,1,1,duara,wheel,0.287497014925373,19,difficult,18,0,0
4,1,1,lango,door,0.219891044776119,45,easy,19,0,0
6,1,1,skati,skirt,0.167559090909091,37,easy,20,0,0
4,2,1,lango,door,0.219891044776119,45,easy,21,0,0
16,2,1,kitanda,bed,0.368722388059701,69,difficult,22,0,0
12,2,1,karamu,party,0.344718181818182,32,difficult,23,0,0
2,2,1,kiti,chair,0.222518181818182,68,easy,24,0,0
11,2,1,tumaini,hope,0.302354545454546,53,difficult,25,0,0
14,2,1,duara,wheel,0.287497014925373,19,difficult,26,0,0
9,2,1,duka,shop,0.294655384615385,24,difficult,27,0,0
8,2,1,pombe,beer,0.178725757575757,2,easy,28,0,0
3,2,1,bustani,garden,0.207198461538461,48,easy,29,0,0
6,2,1,skati,skirt,0.167559090909091,37,easy,30,0,0
14,3,1,duara,wheel,0.287497014925373,19,difficult,31,0,0
9,3,1,duka,shop,0.294655384615385,24,difficult,32,0,0
4,3,1,lango,door,0.219891044776119,45,easy,33,0,0
3,3,1,bustani,garden,0.207198461538461,48,easy,34,0,0
2,3,1,kiti,chair,0.222518181818182,68,easy,35,0,0
8,3,1,pombe,beer,0.178725757575757,2,easy,36,0,0
11,3,1,tumaini,hope,0.302354545454546,53,difficult,37,0,0
16,3,1,kitanda,bed,0.368722388059701,69,difficult,38,0,0
12,3,1,karamu,party,0.344718181818182,32,difficult,39,0,0
6,3,1,skati,skirt,0.167559090909091,37,easy,40,0,0
2,4,1,kiti,chair,0.222518181818182,68,easy,41,0,0
4,4,1,lango,door,0.219891044776119,45,easy,42,0,0
12,4,1,karamu,party,0.344718181818182,32,difficult,43,0,0
9,4,1,duka,shop,0.294655384615385,24,difficult,44,0,0
3,4,1,bustani,garden,0.207198461538461,48,easy,45,0,0
11,4,1,tumaini,hope,0.302354545454546,53,difficult,46,0,0
16,4,1,kitanda,bed,0.368722388059701,69,difficult,47,0,0
14,4,1,duara,wheel,0.287497014925373,19,difficult,48,0,0
8,4,1,pombe,beer,0.178725757575757,2,easy,49,0,0
6,4,1,skati,skirt,0.167559090909091,37,easy,50,0,0
11,5,1,tumaini,hope,0.302354545454546,53,difficult,51,0,0
4,5,1,lango,door,0.219891044776119,45,easy,52,0,0
6,5,1,skati,skirt,0.167559090909091,37,easy,53,0,0
12,5,1,karamu,party,0.344718181818182,32,difficult,54,0,0
16,5,1,kitanda,bed,0.368722388059701,69,difficult,55,0,0
2,5,1,kiti,chair,0.222518181818182,68,easy,56,0,0
3,5,1,bustani,garden,0.207198461538461,48,easy,57,0,0
8,5,1,pombe,beer,0.178725757575757,2,easy,58,0,0
14,5,1,duara,wheel,0.287497014925373,19,difficult,59,0,0
9,5,1,duka,shop,0.294655384615385,24,difficult,60,1,0
19,0,2,adhama,honor,0.225168181818182,33,easy,61,0,1
27,0,2,likizo,holays,0.307474242424242,17,difficult,62,0,1
17,0,2,maji,ice,0.223059090909091,72,easy,63,0,1
28,0,2,tunda,fruit,0.287647692307692,22,difficult,64,0,1
20,0,2,baskeli,bike,0.214457575757576,20,easy,65,0,1
30,0,2,askari,police,0.347927272727273,9,difficult,66,0,1
31,0,2,chama,society,0.315827272727273,50,difficult,67,0,1
21,0,2,ufu,death,0.170078787878788,75,easy,68,0,1
29,0,2,tabibu,doctor,0.275992424242424,35,difficult,69,0,1
23,0,2,mbwa,dog,0.18435303030303,29,easy,70,0,1
17,1,2,maji,ice,0.223059090909091,72,easy,71,0,1
19,1,2,adhama,honor,0.225168181818182,33,easy,72,0,1
21,1,2,ufu,death,0.170078787878788,75,easy,73,0,1
20,1,2,baskeli,bike,0.214457575757576,20,easy,74,0,1
31,1,2,chama,society,0.315827272727273,50,difficult,75,0,1
28,1,2,tunda,fruit,0.287647692307692,22,difficult,76,0,1
30,1,2,askari,police,0.347927272727273,9,difficult,77,0,1
23,1,2,mbwa,dog,0.18435303030303,29,easy,78,0,1
27,1,2,likizo,holays,0.307474242424242,17,difficult,79,0,1
29,1,2,tabibu,doctor,0.275992424242424,35,difficult,80,0,1
20,2,2,baskeli,bike,0.214457575757576,20,easy,81,0,1
29,2,2,tabibu,doctor,0.275992424242424,35,difficult,82,0,1
28,2,2,tunda,fruit,0.287647692307692,22,difficult,83,0,1
21,2,2,ufu,death,0.170078787878788,75,easy,84,0,1
19,2,2,adhama,honor,0.225168181818182,33,easy,85,0,1
30,2,2,askari,police,0.347927272727273,9,difficult,86,0,1
31,2,2,chama,society,0.315827272727273,50,difficult,87,0,1
23,2,2,mbwa,dog,0.18435303030303,29,easy,88,0,1
27,2,2,likizo,holays,0.307474242424242,17,difficult,89,0,1
17,2,2,maji,ice,0.223059090909091,72,easy,90,0,1
30,3,2,askari,police,0.347927272727273,9,difficult,91,0,1
21,3,2,ufu,death,0.170078787878788,75,easy,92,0,1
28,3,2,tunda,fruit,0.287647692307692,22,difficult,93,0,1
17,3,2,maji,ice,0.223059090909091,72,easy,94,0,1
19,3,2,adhama,honor,0.225168181818182,33,easy,95,0,1
31,3,2,chama,society,0.315827272727273,50,difficult,96,0,1
23,3,2,mbwa,dog,0.18435303030303,29,easy,97,0,1
20,3,2,baskeli,bike,0.214457575757576,20,easy,98,0,1
27,3,2,likizo,holays,0.307474242424242,17,difficult,99,0,1
29,3,2,tabibu,doctor,0.275992424242424,35,difficult,100,0,1
27,4,2,likizo,holays,0.307474242424242,17,difficult,101,0,1
20,4,2,baskeli,bike,0.214457575757576,20,easy,102,0,1
19,4,2,adhama,honor,0.225168181818182,33,easy,103,0,1
21,4,2,ufu,death,0.170078787878788,75,easy,104,0,1
31,4,2,chama,society,0.315827272727273,50,difficult,105,0,1
30,4,2,askari,police,0.347927272727273,9,difficult,106,0,1
23,4,2,mbwa,dog,0.18435303030303,29,easy,107,0,1
28,4,2,tunda,fruit,0.287647692307692,22,difficult,108,0,1
17,4,2,maji,ice,0.223059090909091,72,easy,109,0,1
29,4,2,tabibu,doctor,0.275992424242424,35,difficult,110,0,1
23,5,2,mbwa,dog,0.18435303030303,29,easy,111,0,1
29,5,2,tabibu,doctor,0.275992424242424,35,difficult,112,0,1
21,5,2,ufu,death,0.170078787878788,75,easy,113,0,1
28,5,2,tunda,fruit,0.287647692307692,22,difficult,114,0,1
30,5,2,askari,police,0.347927272727273,9,difficult,115,0,1
27,5,2,likizo,holays,0.307474242424242,17,difficult,116,0,1
19,5,2,adhama,honor,0.225168181818182,33,easy,117,0,1
20,5,2,baskeli,bike,0.214457575757576,20,easy,118,0,1
31,5,2,chama,society,0.315827272727273,50,difficult,119,0,1
17,5,2,maji,ice,0.223059090909091,72,easy,120,0,1
