item_rand,rep,block,swahili,english,alpha,ID,diff,trial,instruct,dynamic
10,0,1,kichwa,head,0.3271421875,46,difficult,1,0,1
16,0,1,ajabu,wonder,0.315165151515151,52,difficult,2,0,1
9,0,1,tunda,fruit,0.287647692307692,22,difficult,3,0,1
5,0,1,dhoruba,storm,0.216794029850746,63,easy,4,0,1
7,0,1,bustani,garden,0.207198461538461,48,easy,5,0,1
6,0,1,basi,bus,0.209593846153846,57,easy,6,0,1
2,0,1,siri,secret,0.191309230769231,49,easy,7,0,1
11,0,1,kitanda,bed,0.368722388059701,69,difficult,8,0,1
14,0,1,afisi,office,0.34374,5,difficult,9,0,1
4,0,1,roho,soul,0.199686567164179,44,easy,10,0,1
2,1,1,siri,secret,0.191309230769231,49,easy,11,0,1
11,1,1,kitanda,bed,0.368722388059701,69,difficult,12,0,1
4,1,1,roho,soul,0.199686567164179,44,easy,13,0,1
5,1,1,dhoruba,storm,0.216794029850746,63,easy,14,0,1
7,1,1,bustani,garden,0.207198461538461,48,easy,15,0,1
16,1,1,ajabu,wonder,0.315165151515151,52,difficult,16,0,1
10,1,1,kichwa,head,0.3271421875,46,difficult,17,0,1
6,1,1,basi,bus,0.209593846153846,57,easy,18,0,1
14,1,1,afisi,office,0.34374,5,difficult,19,0,1
9,1,1,tunda,fruit,0.287647692307692,22,difficult,20,0,1
2,2,1,siri,secret,0.191309230769231,49,easy,21,0,1
7,2,1,bustani,garden,0.207198461538461,48,easy,22,0,1
14,2,1,afisi,office,0.34374,5,difficult,23,0,1
6,2,1,basi,bus,0.209593846153846,57,easy,24,0,1
16,2,1,ajabu,wonder,0.315165151515151,52,difficult,25,0,1
10,2,1,kichwa,head,0.3271421875,46,difficult,26,0,1
9,2,1,tunda,fruit,0.287647692307692,22,difficult,27,0,1
11,2,1,kitanda,bed,0.368722388059701,69,difficult,28,0,1
5,2,1,dhoruba,storm,0.216794029850746,63,easy,29,0,1
4,2,1,roho,soul,0.199686567164179,44,easy,30,0,1
14,3,1,afisi,office,0.34374,5,difficult,31,0,1
16,3,1,ajabu,wonder,0.315165151515151,52,difficult,32,0,1
7,3,1,bustani,garden,0.207198461538461,48,easy,33,0,1
2,3,1,siri,secret,0.191309230769231,49,easy,34,0,1
11,3,1,kitanda,bed,0.368722388059701,69,difficult,35,0,1
4,3,1,roho,soul,0.199686567164179,44,easy,36,0,1
9,3,1,tunda,fruit,0.287647692307692,22,difficult,37,0,1
10,3,1,kichwa,head,0.3271421875,46,difficult,38,0,1
5,3,1,dhoruba,storm,0.216794029850746,63,easy,39,0,1
